 0.108801E+02 0.169479E+03 0.335000E-03 0.000000E+00
 0.125223E+02 0.172840E+03 0.335000E-03 0.000000E+00
 0.145752E+02 0.175987E+03 0.335000E-03 0.000000E+00
 0.168333E+02 0.178407E+03 0.335000E-03 0.000000E+00
 0.195021E+02 0.180210E+03 0.335000E-03 0.000000E+00
 0.223760E+02 0.180960E+03 0.335000E-03 0.000000E+00
 0.258657E+02 0.181214E+03 0.335000E-03 0.000000E+00
 0.297662E+02 0.180418E+03 0.335000E-03 0.000000E+00
 0.340770E+02 0.179515E+03 0.335000E-03 0.000000E+00
 0.390041E+02 0.178276E+03 0.335000E-03 0.000000E+00
 0.449573E+02 0.176887E+03 0.335000E-03 0.000000E+00
 0.513213E+02 0.175647E+03 0.335000E-03 0.000000E+00
 0.587115E+02 0.174502E+03 0.335000E-03 0.000000E+00
 0.671281E+02 0.173957E+03 0.335000E-03 0.000000E+00
 0.765710E+02 0.172552E+03 0.335000E-03 0.000000E+00
 0.872458E+02 0.172681E+03 0.335000E-03 0.000000E+00
 0.995630E+02 0.170775E+03 0.335000E-03 0.000000E+00
 0.113112E+03 0.170703E+03 0.335000E-03 0.000000E+00
 0.128508E+03 0.168510E+03 0.335000E-03 0.000000E+00
 0.145957E+03 0.168830E+03 0.335000E-03 0.000000E+00
 0.165460E+03 0.166142E+03 0.335000E-03 0.000000E+00
 0.187220E+03 0.167023E+03 0.335000E-03 0.000000E+00
 0.211853E+03 0.164962E+03 0.335000E-03 0.000000E+00
 0.239567E+03 0.165841E+03 0.335000E-03 0.000000E+00
 0.270359E+03 0.164186E+03 0.335000E-03 0.000000E+00
 0.304642E+03 0.164405E+03 0.335000E-03 0.000000E+00
 0.343030E+03 0.163678E+03 0.335000E-03 0.000000E+00
 0.385935E+03 0.163816E+03 0.335000E-03 0.000000E+00
 0.433766E+03 0.163919E+03 0.335000E-03 0.000000E+00
 0.486730E+03 0.164236E+03 0.335000E-03 0.000000E+00
 0.545647E+03 0.164224E+03 0.335000E-03 0.000000E+00
 0.611133E+03 0.164954E+03 0.335000E-03 0.000000E+00
 0.683597E+03 0.164510E+03 0.335000E-03 0.000000E+00
 0.764069E+03 0.166334E+03 0.335000E-03 0.000000E+00
 0.852752E+03 0.165614E+03 0.335000E-03 0.000000E+00
 0.950877E+03 0.166840E+03 0.335000E-03 0.000000E+00
 0.105886E+04 0.166794E+03 0.335000E-03 0.000000E+00
 0.117792E+04 0.167091E+03 0.335000E-03 0.000000E+00
 0.130910E+04 0.167655E+03 0.335000E-03 0.000000E+00
 0.145300E+04 0.167591E+03 0.335000E-03 0.000000E+00
 0.161108E+04 0.168419E+03 0.335000E-03 0.000000E+00
 0.178413E+04 0.167558E+03 0.335000E-03 0.000000E+00
 0.197381E+04 0.168588E+03 0.335000E-03 0.000000E+00
 0.218115E+04 0.167710E+03 0.335000E-03 0.000000E+00
 0.240777E+04 0.168633E+03 0.335000E-03 0.000000E+00
 0.265472E+04 0.167673E+03 0.335000E-03 0.000000E+00
 0.292386E+04 0.167948E+03 0.335000E-03 0.000000E+00
 0.321661E+04 0.168251E+03 0.335000E-03 0.000000E+00
 0.353501E+04 0.167956E+03 0.335000E-03 0.000000E+00
 0.388050E+04 0.168137E+03 0.335000E-03 0.000000E+00
 0.425472E+04 0.168111E+03 0.335000E-03 0.000000E+00
 0.466016E+04 0.168110E+03 0.335000E-03 0.000000E+00
 0.509865E+04 0.168258E+03 0.335000E-03 0.000000E+00
 0.557183E+04 0.168434E+03 0.335000E-03 0.000000E+00
 0.608258E+04 0.168757E+03 0.335000E-03 0.000000E+00
 0.663233E+04 0.168946E+03 0.335000E-03 0.000000E+00
 0.722417E+04 0.169586E+03 0.335000E-03 0.000000E+00
 0.785972E+04 0.169858E+03 0.335000E-03 0.000000E+00
 0.854188E+04 0.170648E+03 0.335000E-03 0.000000E+00
 0.927290E+04 0.171020E+03 0.335000E-03 0.000000E+00
 0.100550E+05 0.171783E+03 0.335000E-03 0.000000E+00
 0.108916E+05 0.172174E+03 0.335000E-03 0.000000E+00
