 0.108801E+03 200E+00 1.000000E-04 0.000000E+00
 0.125223E+03 200E+00 1.000000E-04 0.000000E+00
 0.145752E+03 200E+00 1.000000E-04 0.000000E+00
 0.168333E+03 200E+00 1.000000E-04 0.000000E+00
 0.195021E+03 200E+00 1.000000E-04 0.000000E+00
 0.223760E+03 200E+00 1.000000E-04 0.000000E+00
 0.258657E+03 200E+00 1.000000E-04 0.000000E+00
 0.297662E+03 200E+00 1.000000E-04 0.000000E+00
 0.340770E+03 200E+00 1.000000E-04 0.000000E+00
 0.390041E+03 200E+00 1.000000E-04 0.000000E+00
 0.449573E+03 200E+00 1.000000E-04 0.000000E+00
 0.513213E+03 200E+00 1.000000E-04 0.000000E+00
 0.587115E+03 200E+00 1.000000E-04 0.000000E+00
 0.671281E+03 200E+00 1.000000E-04 0.000000E+00
 0.765710E+03 200E+00 1.000000E-04 0.000000E+00
 0.872458E+03 200E+00 1.000000E-04 0.000000E+00
 0.995630E+03 200E+00 1.000000E-04 0.000000E+00
 0.113112E+04 200E+00 1.000000E-04 0.000000E+00
 0.128508E+04 200E+00 1.000000E-04 0.000000E+00
 0.145957E+04 200E+00 1.000000E-04 0.000000E+00
 0.165460E+04 200E+00 1.000000E-04 0.000000E+00
 0.187220E+04 200E+00 1.000000E-04 0.000000E+00
 0.211853E+04 200E+00 1.000000E-04 0.000000E+00
 0.239567E+04 200E+00 1.000000E-04 0.000000E+00
 0.270359E+04 200E+00 1.000000E-04 0.000000E+00
 0.304642E+04 200E+00 1.000000E-04 0.000000E+00
 0.343030E+04 200E+00 1.000000E-04 0.000000E+00
 0.385935E+04 200E+00 1.000000E-04 0.000000E+00
 0.433766E+04 200E+00 1.000000E-04 0.000000E+00
 0.486730E+04 200E+00 1.000000E-04 0.000000E+00
 0.545647E+04 200E+00 1.000000E-04 0.000000E+00
 0.611133E+04 200E+00 1.000000E-04 0.000000E+00
 0.683597E+04 200E+00 1.000000E-04 0.000000E+00
 0.764069E+04 200E+00 1.000000E-04 0.000000E+00
 0.852752E+04 200E+00 1.000000E-04 0.000000E+00
 0.950877E+04 200E+00 1.000000E-04 0.000000E+00
 0.105886E+05 200E+00 1.000000E-04 0.000000E+00
 0.117792E+05 200E+00 1.000000E-04 0.000000E+00
 0.130910E+05 200E+00 1.000000E-04 0.000000E+00
 0.145300E+05 200E+00 1.000000E-04 0.000000E+00
 0.161108E+05 200E+00 1.000000E-04 0.000000E+00
 0.178413E+05 200E+00 1.000000E-04 0.000000E+00
 0.197381E+05 200E+00 1.000000E-04 0.000000E+00
 0.218115E+05 200E+00 1.000000E-04 0.000000E+00
 0.240777E+05 200E+00 1.000000E-04 0.000000E+00
 0.265472E+05 200E+00 1.000000E-04 0.000000E+00
 0.292386E+05 200E+00 1.000000E-04 0.000000E+00
 0.321661E+05 200E+00 1.000000E-04 0.000000E+00
 0.353501E+05 200E+00 1.000000E-04 0.000000E+00
 0.388050E+05 200E+00 1.000000E-04 0.000000E+00
 0.425472E+05 200E+00 1.000000E-04 0.000000E+00
 0.466016E+05 200E+00 1.000000E-04 0.000000E+00
 0.509865E+05 200E+00 1.000000E-04 0.000000E+00
 0.557183E+05 200E+00 1.000000E-04 0.000000E+00
 0.608258E+05 200E+00 1.000000E-04 0.000000E+00
 0.663233E+05 200E+00 1.000000E-04 0.000000E+00
 0.722417E+05 200E+00 1.000000E-04 0.000000E+00
 0.785972E+05 200E+00 1.000000E-04 0.000000E+00
 0.854188E+05 200E+00 1.000000E-04 0.000000E+00
 0.927290E+05 200E+00 1.000000E-04 0.000000E+00
 0.100550E+06 200E+00 1.000000E-04 0.000000E+00
 0.108916E+06 200E+00 1.000000E-04 0.000000E+00
 0.117839E+06 200E+00 1.000000E-04 0.000000E+00
 0.127356E+06 200E+00 1.000000E-04 0.000000E+00
 0.137489E+06 200E+00 1.000000E-04 0.000000E+00
 0.148260E+06 200E+00 1.000000E-04 0.000000E+00
 0.159700E+06 200E+00 1.000000E-04 0.000000E+00
 0.171832E+06 200E+00 1.000000E-04 0.000000E+00
 0.184678E+06 200E+00 1.000000E-04 0.000000E+00
 0.198263E+06 200E+00 1.000000E-04 0.000000E+00
 0.212608E+06 200E+00 1.000000E-04 0.000000E+00
 0.227741E+06 200E+00 1.000000E-04 0.000000E+00
 0.243681E+06 200E+00 1.000000E-04 0.000000E+00
 0.260451E+06 200E+00 1.000000E-04 0.000000E+00
 0.278073E+06 200E+00 1.000000E-04 0.000000E+00
 0.296539E+06 200E+00 1.000000E-04 0.000000E+00
 0.315880E+06 200E+00 1.000000E-04 0.000000E+00
 0.336129E+06 200E+00 1.000000E-04 0.000000E+00
 0.357248E+06 200E+00 1.000000E-04 0.000000E+00
 0.379298E+06 200E+00 1.000000E-04 0.000000E+00
 0.402259E+06 200E+00 1.000000E-04 0.000000E+00
 0.426129E+06 200E+00 1.000000E-04 0.000000E+00
 0.450909E+06 200E+00 1.000000E-04 0.000000E+00
 0.476600E+06 200E+00 1.000000E-04 0.000000E+00
 0.503203E+06 200E+00 1.000000E-04 0.000000E+00
 0.530694E+06 200E+00 1.000000E-04 0.000000E+00
 0.559054E+06 200E+00 1.000000E-04 0.000000E+00
 0.588306E+06 200E+00 1.000000E-04 0.000000E+00
