 0.108801E+02 0.167442E+03 0.335000E-03 0.000000E+00
 0.125223E+02 0.170857E+03 0.335000E-03 0.000000E+00
 0.145752E+02 0.173833E+03 0.335000E-03 0.000000E+00
 0.168333E+02 0.176307E+03 0.335000E-03 0.000000E+00
 0.195021E+02 0.177907E+03 0.335000E-03 0.000000E+00
 0.223760E+02 0.178728E+03 0.335000E-03 0.000000E+00
 0.258657E+02 0.178752E+03 0.335000E-03 0.000000E+00
 0.297662E+02 0.178128E+03 0.335000E-03 0.000000E+00
 0.340770E+02 0.176794E+03 0.335000E-03 0.000000E+00
 0.390041E+02 0.175547E+03 0.335000E-03 0.000000E+00
 0.449573E+02 0.173638E+03 0.335000E-03 0.000000E+00
 0.513213E+02 0.172485E+03 0.335000E-03 0.000000E+00
 0.587115E+02 0.170611E+03 0.335000E-03 0.000000E+00
 0.671281E+02 0.169812E+03 0.335000E-03 0.000000E+00
 0.765710E+02 0.168219E+03 0.335000E-03 0.000000E+00
 0.872458E+02 0.167970E+03 0.335000E-03 0.000000E+00
 0.995630E+02 0.166003E+03 0.335000E-03 0.000000E+00
 0.113112E+03 0.165318E+03 0.335000E-03 0.000000E+00
 0.128508E+03 0.163095E+03 0.335000E-03 0.000000E+00
 0.145957E+03 0.162992E+03 0.335000E-03 0.000000E+00
 0.165460E+03 0.160326E+03 0.335000E-03 0.000000E+00
 0.187220E+03 0.160351E+03 0.335000E-03 0.000000E+00
 0.211853E+03 0.158953E+03 0.335000E-03 0.000000E+00
 0.239567E+03 0.158907E+03 0.335000E-03 0.000000E+00
 0.270359E+03 0.157429E+03 0.335000E-03 0.000000E+00
 0.304642E+03 0.156333E+03 0.335000E-03 0.000000E+00
 0.343030E+03 0.156299E+03 0.335000E-03 0.000000E+00
 0.385935E+03 0.154877E+03 0.335000E-03 0.000000E+00
 0.433766E+03 0.155721E+03 0.335000E-03 0.000000E+00
 0.486730E+03 0.154344E+03 0.335000E-03 0.000000E+00
 0.545647E+03 0.155094E+03 0.335000E-03 0.000000E+00
 0.611133E+03 0.154166E+03 0.335000E-03 0.000000E+00
 0.683597E+03 0.154924E+03 0.335000E-03 0.000000E+00
 0.764069E+03 0.154785E+03 0.335000E-03 0.000000E+00
 0.852752E+03 0.155084E+03 0.335000E-03 0.000000E+00
 0.950877E+03 0.154856E+03 0.335000E-03 0.000000E+00
 0.105886E+04 0.155542E+03 0.335000E-03 0.000000E+00
 0.117792E+04 0.154739E+03 0.335000E-03 0.000000E+00
 0.130910E+04 0.155916E+03 0.335000E-03 0.000000E+00
 0.145300E+04 0.154951E+03 0.335000E-03 0.000000E+00
 0.161108E+04 0.155847E+03 0.335000E-03 0.000000E+00
 0.178413E+04 0.154309E+03 0.335000E-03 0.000000E+00
 0.197381E+04 0.155518E+03 0.335000E-03 0.000000E+00
 0.218115E+04 0.153643E+03 0.335000E-03 0.579039E-11
 0.240777E+04 0.154891E+03 0.335000E-03 0.188579E-10
 0.265472E+04 0.152901E+03 0.335000E-03 0.153296E-10
 0.292386E+04 0.152979E+03 0.335000E-03 0.203670E-10
 0.321661E+04 0.153155E+03 0.335000E-03 0.259251E-10
 0.353501E+04 0.152335E+03 0.335000E-03 0.231527E-10
 0.388050E+04 0.152361E+03 0.335000E-03 0.261303E-10
 0.425472E+04 0.151715E+03 0.335000E-03 0.233515E-10
