0.10880100000000001 417.926 327.094
0.12522300000000000 417.924 327.092
0.14575199999999999 417.923 327.096
0.16833300000000001 417.925 327.095
0.19502100000000000 417.925 327.095
0.22376000000000001 417.926 327.095
0.25865700000000003 417.926 327.095
0.29766200000000004 417.927 327.095
0.34076999999999996 417.928 327.095
0.39004100000000003 417.93 327.095
0.44957299999999994 417.93 327.094
0.51321300000000003 417.932 327.095
0.58711500000000005 417.934 327.094
0.67128100000000002 417.934 327.093
0.76571000000000000 417.943 327.094
0.87245800000000007 417.946 327.093
0.99563000000000001 417.951 327.093
1.1311199999999999 417.953 327.094
1.2850800000000000 417.956 327.086
1.4595700000000000 417.953 327.078
1.6546000000000001 417.953 327.069
1.8722000000000001 417.957 327.063
2.1185300000000002 417.959 327.054
2.3956700000000000 417.97 327.049
2.7035899999999997 417.979 327.039
3.0464199999999999 417.992 327.032
3.4302999999999999 418.006 327.025
3.8593500000000001 418.021 327.018
4.3376600000000005 418.03 327.01
4.8673000000000002 418.049 327.004
5.4564700000000004 418.064 326.996
6.1113300000000006 418.081 326.99
6.8359699999999997 418.094 326.975
7.6406899999999993 418.106 326.957
8.5275199999999991 418.123 326.943
9.5087700000000002 418.132 326.924
10.588600000000000 418.15 326.907
11.779200000000001 418.18 326.89
13.090999999999999 418.199 326.872
14.529999999999999 418.216 326.855
16.110799999999998 418.238 326.836
17.841300000000000 418.25 326.809
19.738099999999999 418.267 326.776
21.811500000000002 418.31 326.738
24.077700000000000 418.379 326.707
26.547199999999997 418.448 326.672
29.238600000000002 418.511 326.635
32.166100000000000 418.57 326.588
35.350100000000005 418.629 326.541
38.805000000000000 418.696 326.491
42.547200000000004 418.768 326.44
46.601599999999998 418.83 326.376
50.986499999999999 418.911 326.314
55.718299999999999 418.994 326.242
60.825800000000001 419.09 326.173
66.323300000000003 419.183 326.087
72.241699999999994 419.285 326.003
78.597200000000001 419.383 325.918
85.418799999999990 419.486 325.827
92.728999999999999 419.588 325.726
100.55000000000000 419.686 325.619
108.91600000000000 419.788 325.506
117.83900000000000 419.886 325.388
127.35600000000001 419.983 325.264
137.48900000000000 420.074 325.138
148.25999999999999 420.164 325.009
159.69999999999999 420.24 324.875
171.83199999999999 420.3 324.742
184.67800000000000 420.347 324.612
198.26300000000001 420.384 324.482
212.60800000000000 420.392 324.358
227.74099999999999 420.38 324.244
243.68099999999998 420.355 324.149
260.45099999999996 420.304 324.094
278.07299999999998 420.245 324.112
296.53899999999999 420.177 324.3
315.88000000000000 420.644 324.863
336.12900000000002 421.866 325.567
357.24800000000005 424.028 326.45
379.29800000000000 427.423 327.553
402.25900000000001 432.296 328.931
426.12900000000002 438.588 330.623
450.90899999999999 445.985 332.654
476.60000000000002 454.12 335.069
503.20300000000003 462.653 337.851
530.69399999999996 471.635 341.056
559.05399999999997 481.009 344.688
588.30600000000004 490.757 348.729
618.36699999999996 501.268 353.233
649.25800000000004 513.563 358.441
680.93600000000004 527.346 364.336
713.36500000000001 542.06 370.861
746.50000000000000 557.16 377.952
780.32399999999996 572.316 385.537
814.75300000000004 587.413 393.511
849.77100000000007 602.516 401.745
885.29300000000001 617.72 409.99
921.29899999999998 635.935 418.603
957.69200000000001 656.889 426.923
1013.0000000000000 693.458 438.835
